numero,grupo_taxonomico,classe,ordem,familia,nome_cientifico,categoria_nacional,pagina_pdf,fonte
1,Peixes Continentais,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes bicudo,EN,1,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
2,Peixes Continentais,Actinopterygii,Characiformes,Anostomidae,Hypomasticus santanai,EN,1,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
3,Peixes Continentais,Actinopterygii,Characiformes,Anostomidae,Leporinus guttatus,EN,1,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
4,Peixes Continentais,Actinopterygii,Characiformes,Anostomidae,Leporinus pitingai,EN,1,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
5,Peixes Continentais,Actinopterygii,Characiformes,Anostomidae,Megaleporinus gaiero,VU,1,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
6,Peixes Continentais,Actinopterygii,Characiformes,Anostomidae,Sartor tucuruiensis,EN,1,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
7,Peixes Continentais,Actinopterygii,Characiformes,Bryconidae,Brycon dulcis,VU,1,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
8,Peixes Continentais,Actinopterygii,Characiformes,Bryconidae,Brycon gouldingi,VU,1,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
9,Peixes Continentais,Actinopterygii,Characiformes,Bryconidae,Brycon orbignyanus,CR,1,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
10,Peixes Continentais,Actinopterygii,Characiformes,Bryconidae,Brycon vermelha,EN,1,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
11,Peixes Continentais,Actinopterygii,Characiformes,Bryconidae,Brycon vonoi,EN,1,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
12,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Astyanax brucutu,CR,1,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
13,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Astyanax eremus,CR,1,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
14,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Hasemania maxillaris,CR,1,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
15,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Hasemania melanura,CR,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
16,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Hasemania piatan,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
17,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Hollandichthys taramandahy,VU,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
18,Peixes Continentais,Actinopterygii,Characiformes,Acestrorhamphidae,Hyphessobrycon cantoi,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
19,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Hyphessobrycon duragenys,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
20,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Hyphessobrycon flammeus,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
21,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Hyphessobrycon taurocephalus,CR,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
22,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Hyphessobrycon veredus,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
23,Peixes Continentais,Actinopterygii,Characiformes,Stevardiidae,Knodus dorsomaculatus,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
24,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Kolpotocheirodon figueiredoi,CR,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
25,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Lepidocharax diamantina,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
26,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Mimagoniates lateralis,VU,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
27,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Mimagoniates sylvicola,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
28,Peixes Continentais,Actinopterygii,Characiformes,Acestrorhamphidae,Moenkhausia parecis,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
29,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Nematocharax varii,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
30,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Psalidodon crenuchoides,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
31,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Psalidodon uberaba,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
32,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Rachoviscus crassiceps,VU,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
33,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Rachoviscus graciliceps,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
34,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Spintherobolus ankoseion,VU,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
35,Peixes Continentais,Actinopterygii,Characiformes,Characidae,Stygichthys typhlops,CR,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
36,Peixes Continentais,Actinopterygii,Characiformes,Crenuchidae,Characidium onca,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
37,Peixes Continentais,Actinopterygii,Characiformes,Crenuchidae,Characidium vestigipinne,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
38,Peixes Continentais,Actinopterygii,Characiformes,Curimatidae,Cyphocharax jagunco,CR,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
39,Peixes Continentais,Actinopterygii,Characiformes,Lebiasinidae,Lebiasina marilynae,VU,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
40,Peixes Continentais,Actinopterygii,Characiformes,Lebiasinidae,Lebiasina minuta,VU,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
41,Peixes Continentais,Actinopterygii,Characiformes,Prochilodontidae,Prochilodus britskii,VU,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
42,Peixes Continentais,Actinopterygii,Characiformes,Prochilodontidae,Prochilodus harttii,VU,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
43,Peixes Continentais,Actinopterygii,Characiformes,Prochilodontidae,Prochilodus vimboides,VU,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
44,Peixes Continentais,Actinopterygii,Characiformes,Serrasalmidae,Colossoma macropomum,VU,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
45,Peixes Continentais,Actinopterygii,Cichliformes,Cichlidae,Crenicichla jupiaensis,EN,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
46,Peixes Continentais,Actinopterygii,Cichliformes,Cichlidae,Teleocichla centisquama,VU,2,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
47,Peixes Continentais,Actinopterygii,Cichliformes,Cichlidae,Wallaciia urosema,VU,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
48,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Anablepidae,Jenynsia sanctaecatarinae,EN,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
49,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Poeciliidae,Cnesterodon carnegiei,VU,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
50,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Poeciliidae,Cnesterodon omorgmatos,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
51,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Poeciliidae,Phalloptychus eigenmanni,EN,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
52,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Poeciliidae,Phalloptychus iheringii,VU,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
53,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Poeciliidae,Phallotorynus fasciolatus,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
54,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia akroa,EN,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
55,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia pertapeh,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
56,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Acrolebias carvalhoi,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
57,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Anablepsoides cearensis,VU,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
58,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Atlantirivulus lazzarotoi,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
59,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Atlantirivulus maricensis,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
60,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Atlantirivulus nudiventris,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
61,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Atlantirivulus simplicis,EN,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
62,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Acantholebias quirogai,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
63,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Austrolebias ephemerus,EN,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
64,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Austrolebias univentripinnis,EN,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
65,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Amatolebias varzeae,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
66,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Campellolebias brucei,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
67,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Campellolebias chrysolineatus,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
68,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Campellolebias dorsimaculatus,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
69,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Campellolebias intermedius,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
70,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynolebias akroa,VU,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
71,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynolebias elegans,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
72,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynolebias gorutuba,EN,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
73,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynolebias griseus,EN,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
74,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynolebias leptocephalus,EN,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
75,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynolebias parnaibensis,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
76,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynopoecilus feltrini,VU,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
77,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynopoecilus intimus,EN,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
78,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Cypholebias cinereus,CR,3,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
79,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias adloffi,EN,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
80,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias arachan,VU,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
81,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias araucarianus,VU,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
82,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias bagual,CR,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
83,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias botocudo,CR,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
84,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias cheffei,CR,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
85,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias lourenciano,CR,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
86,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias nachtigalli,VU,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
87,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias nigrofasciatus,EN,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
88,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias nubium,CR,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
89,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias pelotapes,EN,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
90,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias pongondo,EN,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
91,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias reicherti,EN,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
92,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Gymnolebias jaegari,EN,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
93,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias adornatus,CR,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
94,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias alternatus,EN,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
95,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias auratus,CR,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
96,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias brunoi,VU,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
97,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias carlettoi,EN,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
98,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias delucai,VU,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
99,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias faouri,VU,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
100,Peixes Continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias fasciatus,VU,4,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
